121.193999	31.285041	-95.660576	1.97	0
121.193995	31.285041	-95.794708	1.96	0
121.193991	31.285040	-95.922815	1.94	0
121.193987	31.285040	-96.054596	1.93	0
121.193984	31.285039	-96.131661	1.92	0
121.193980	31.285039	-96.216574	1.90	2.19
121.193977	31.285038	-96.319990	1.90	2.17
121.193973	31.285038	-96.442606	1.88	2.14
121.193969	31.285037	-96.556397	1.87	2.11
121.193965	31.285037	-96.644171	1.85	2.08
121.193961	31.285036	-96.732868	1.84	2.05
121.193957	31.285036	-96.851638	1.82	2.03
121.193952	31.285035	-96.909907	1.81	2.00
121.193947	31.285035	-96.959986	1.80	1.98
121.193942	31.285034	-97.003877	1.78	1.96
121.193936	31.285034	-97.020952	1.76	1.95
121.193931	31.285033	-97.050110	1.74	1.92
121.193925	31.285032	-97.065813	1.73	1.92
121.193919	31.285032	-97.117551	1.71	1.91
121.193913	31.285031	-97.176851	1.69	1.91
121.193910	31.285031	-97.214608	1.68	1.90
121.193906	31.285030	-97.243316	1.68	1.89
121.193903	31.285030	-97.294938	1.66	1.89
121.193899	31.285029	-97.332525	1.65	1.90
121.193896	31.285029	-97.345816	1.65	1.89
121.193892	31.285028	-97.381340	1.64	1.89
121.193889	31.285028	-97.411133	1.63	1.89
121.193885	31.285027	-97.429527	1.62	1.89
121.193882	31.285027	-97.448658	1.60	1.89
121.193878	31.285026	-97.455653	1.59	1.89
121.193874	31.285026	-97.475590	1.58	1.90
121.193870	31.285025	-97.493526	1.57	1.91
121.193867	31.285025	-97.488308	1.56	1.92
121.193863	31.285024	-97.476048	1.56	1.92
121.193859	31.285024	-97.480692	1.55	1.93
121.193855	31.285023	-97.446486	1.54	1.94
121.193851	31.285023	-97.405860	1.53	1.94
121.193847	31.285022	-97.362946	1.53	1.95
121.193843	31.285022	-97.313619	1.52	1.96
121.193839	31.285021	-97.245891	1.52	1.96
121.193834	31.285021	-97.159776	1.52	1.97
121.193830	31.285020	-97.079104	1.52	1.97
121.193826	31.285020	-96.993215	1.52	1.97
121.193822	31.285019	-96.913923	1.52	1.98
121.193817	31.285019	-96.819038	1.53	1.97
121.193813	31.285018	-96.734583	1.53	1.98
121.193808	31.285018	-96.644800	1.53	1.98
121.193804	31.285017	-96.562237	1.54	1.98
121.193800	31.285017	-96.485349	1.53	1.98
121.193796	31.285016	-96.415790	1.53	1.97
121.193791	31.285016	-96.373389	1.53	1.96
121.193787	31.285015	-96.356204	1.53	1.94
121.193783	31.285015	-96.332886	1.53	1.92
121.193779	31.285014	-96.285955	1.52	1.91
121.193774	31.285014	-96.262637	1.52	1.89
121.193770	31.285013	-96.246538	1.51	1.89
121.193766	31.285013	-96.211875	1.51	1.88
121.193762	31.285013	-96.173032	1.50	1.87
121.193758	31.285012	-96.165177	1.49	1.85
121.193754	31.285012	-96.150970	1.49	1.85
121.193749	31.285011	-96.113042	1.49	1.85
121.193745	31.285011	-96.087887	1.49	1.84
121.193741	31.285010	-96.066686	1.48	1.83
121.193737	31.285010	-96.037582	1.48	1.82
121.193733	31.285009	-96.006812	1.48	1.81
121.193729	31.285009	-95.977825	1.48	1.80
121.193725	31.285008	-95.957942	1.47	1.79
121.193721	31.285008	-95.929925	1.47	1.79
121.193717	31.285008	-95.900644	1.47	1.78
121.193713	31.285007	-95.867524	1.47	1.78
121.193709	31.285007	-95.839220	1.47	1.77
121.193705	31.285006	-95.806681	1.47	1.76
121.193701	31.285006	-95.785535	1.48	1.75
121.193697	31.285006	-95.769668	1.48	1.74
121.193693	31.285005	-95.739643	1.48	1.74
121.193689	31.285005	-95.723202	1.49	1.75
121.193685	31.285004	-95.714378	1.50	1.75
121.193681	31.285004	-95.709617	1.51	1.75
121.193677	31.285003	-95.703832	1.52	1.76
121.193673	31.285003	-95.701831	1.53	1.77
121.193669	31.285003	-95.712315	1.54	1.77
121.193665	31.285002	-95.721078	1.55	1.78
121.193661	31.285002	-95.731624	1.55	1.78
121.193657	31.285001	-95.753221	1.56	1.79
121.193653	31.285001	-95.776314	1.56	1.80
121.193649	31.285000	-95.811380	1.57	1.80
121.193645	31.285000	-95.856698	1.57	1.81
121.193641	31.285000	-95.917378	1.57	1.81
121.193637	31.284999	-95.994784	1.57	1.81
121.193633	31.284999	-96.058606	1.57	1.82
121.193629	31.284998	-96.130172	1.57	1.82
121.193625	31.284998	-96.217722	1.58	1.83
121.193621	31.284998	-96.290484	1.57	1.83
121.193617	31.284997	-96.370643	1.57	1.84
121.193613	31.284997	-96.451260	1.57	1.85
121.193608	31.284996	-96.512909	1.57	1.86
121.193604	31.284996	-96.559545	1.57	1.86
121.193600	31.284995	-96.630477	1.57	1.87
121.193596	31.284995	-96.688745	1.56	1.88
121.193592	31.284994	-96.735218	1.56	1.89
121.193588	31.284994	-96.780079	1.56	1.89
121.193584	31.284994	-96.831073	1.56	1.90
121.193580	31.284993	-96.863270	1.56	1.90
121.193576	31.284993	-96.877539	1.55	1.91
121.193572	31.284992	-96.902517	1.55	1.92
121.193568	31.284992	-96.931565	1.55	1.93
121.193564	31.284991	-96.943142	1.55	1.93
121.193560	31.284991	-96.961878	1.55	1.95
121.193555	31.284990	-96.977061	1.54	1.95
121.193551	31.284990	-96.996486	1.54	1.96
121.193547	31.284989	-97.018254	1.53	1.96
121.193543	31.284989	-97.037850	1.53	1.70
121.193539	31.284988	-97.058361	1.53	1.70
121.193535	31.284988	-97.072458	1.52	1.70
121.193531	31.284987	-97.093024	1.52	1.70
121.193527	31.284987	-97.111821	1.51	1.70
121.193523	31.284986	-97.126888	1.50	1.70
121.193519	31.284986	-97.136000	1.50	1.70
121.193515	31.284985	-97.142475	1.50	1.70
121.193511	31.284985	-97.159318	1.50	1.70
121.193507	31.284984	-97.172726	1.49	1.70
121.193502	31.284984	-97.208762	1.47	1.70
121.193498	31.284983	-97.235065	1.47	1.70
121.193494	31.284983	-97.261361	1.45	1.70
121.193490	31.284982	-97.261593	1.44	1.70
121.193486	31.284982	-97.256607	1.43	1.70
121.193482	31.284981	-97.270240	1.42	1.70
121.193478	31.284981	-97.277521	1.42	1.70
121.193474	31.284980	-97.260500	1.42	1.70
121.193470	31.284980	-97.253172	1.41	1.70
121.193466	31.284979	-97.249675	1.40	1.70
121.193462	31.284979	-97.239819	1.40	1.70
121.193458	31.284978	-97.228358	1.39	1.70
121.193455	31.284978	-97.227217	1.38	1.70
121.193451	31.284977	-97.225434	1.38	1.70
121.193447	31.284977	-97.216787	1.37	1.70
121.193443	31.284976	-97.204295	1.37	1.70
121.193439	31.284976	-97.183668	1.36	1.70
121.193435	31.284975	-97.131130	1.35	1.70
121.193431	31.284975	-97.024961	1.35	1.70
121.193428	31.284974	-96.857082	1.35	1.70
121.193424	31.284974	-96.632082	1.35	1.70
121.193420	31.284974	-96.385826	1.35	1.70
121.193416	31.284973	-96.132980	1.36	1.70
121.193412	31.284973	-95.856070	1.37	1.70
121.193408	31.284972	-95.535215	1.38	1.70
121.193404	31.284972	-95.140102	1.39	1.70
121.193400	31.284972	-94.719950	1.41	1.70
121.193397	31.284971	-94.237063	1.44	1.70
121.193393	31.284971	-93.690634	1.46	1.70
121.193389	31.284971	-93.069319	1.50	1.70
121.193385	31.284971	-92.364177	1.53	1.70
121.193381	31.284970	-91.594353	1.58	1.70
121.193378	31.284970	-90.703976	1.65	1.70
121.193374	31.284970	-89.649901	1.70	1.70
121.193370	31.284970	-88.468865	1.79	1.70
121.193366	31.284970	-87.162236	1.89	1.70
121.193362	31.284970	-85.749091	1.98	1.70
121.193359	31.284971	-84.243936	2.12	1.70
121.193355	31.284971	-82.682910	2.23	1.70
121.193351	31.284971	-81.103319	2.39	1.70
121.193348	31.284972	-79.494973	2.51	1.70
121.193343	31.284972	-77.599569	2.69	1.70
121.193340	31.284973	-75.779911	2.87	1.70
121.193336	31.284974	-73.951489	2.98	1.70
121.193333	31.284975	-72.098603	3.14	1.70
121.193329	31.284976	-70.200855	3.31	1.70
121.193326	31.284977	-68.296796	0.09	1.70
121.193322	31.284978	-66.413713	0.24	1.70
121.193319	31.284979	-64.516423	0.44	1.70
121.193315	31.284981	-62.620909	0.60	1.70
121.193312	31.284982	-60.758733	0.83	1.70
121.193309	31.284984	-58.895820	1.01	1.70
121.193305	31.284985	-57.027121	1.27	1.70
121.193302	31.284987	-55.132119	1.70	1.70
121.193299	31.284989	-53.245826	1.70	1.70
121.193296	31.284991	-51.382912	1.70	1.70
121.193293	31.284993	-49.505385	1.70	1.70
121.193290	31.284995	-47.644077	1.70	1.70
121.193287	31.284998	-45.764487	1.70	1.70
121.193284	31.285000	-43.854189	1.70	1.70
121.193282	31.285003	-41.792630	1.70	1.70
121.193279	31.285005	-39.924156	1.70	1.70
121.193277	31.285008	-38.024114	1.70	1.70
121.193274	31.285011	-36.135819	1.70	1.70
121.193272	31.285013	-34.269579	1.70	1.70
121.193270	31.285016	-32.410446	1.70	1.70
121.193268	31.285019	-30.574918	1.70	1.70
121.193266	31.285022	-28.767811	1.70	1.70
121.193264	31.285025	-27.017595	1.70	1.70
121.193262	31.285028	-25.319235	1.70	1.70
121.193261	31.285031	-23.658631	1.70	1.70
121.193259	31.285034	-22.113649	1.70	1.70
121.193258	31.285038	-20.686126	1.70	1.70
121.193257	31.285041	-19.359270	1.70	1.70
121.193255	31.285044	-18.136348	1.70	1.70
121.193254	31.285047	-17.028305	1.70	1.70
121.193253	31.285051	-16.036058	1.70	1.70
121.193252	31.285054	-15.114626	1.70	1.70
